Upload Audio,Result,flag,username,timestamp
"{""path"":""flagged/Upload Audio/29ec4e34cb28f963736b/97a88622-f9c1-408c-8806-9116d4777643_NRaji4dZ5RJ6ccuwm_mLuv-SGqlEctE4.mp3"",""url"":""http://127.0.0.1:7860/file=/private/var/folders/p3/dyyh3fw56351774j6ncjrsbm0000gn/T/gradio/4e8d6dcd9e30f631703342989ed75e65d3f04117/97a88622-f9c1-408c-8806-9116d4777643_NRaji4dZ5RJ6ccuwm_mLuv-SGqlEctE4.mp3"",""size"":98891,""orig_name"":""97a88622-f9c1-408c-8806-9116d4777643_NRaji4dZ5RJ6ccuwm_mLuv-SGqlEctE4.mp3"",""mime_type"":""""}",AI Generated | Confidence: 0.730,,,2025-11-06 13:34:35.335695
